Video Name,Action_x,Video Category,Experience Level,Age Group,Video Upload Date,Gender,Likes,Views,Video Length,Region,Link,CONTAINS PERSON,Gen AI Used,#1 tool,#2 tool,#3 tool,#1 tool time,#2 tool time,#3 tool time
Photoshop Advanced Tutorial 2,Gradient -> Pen -> Gradient -> Ruler -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Note -> Gradient -> Note -> Gradient -> Move -> Marquee -> Move -> Marquee -> Move -> Crop -> Move -> Gradient -> Move -> Gradient -> Move -> Lasso -> Crop -> Move -> Lasso -> Move -> Gradient -> Crop -> Gradient -> Count -> Gradient -> Brush -> Gradient -> Brush -> Slice -> Gradient -> Brush -> Slice -> Brush -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Ruler -> Slice -> Ruler -> Slice -> Ruler -> Slice -> Gradient -> Ruler -> Gradient -> Note -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Line -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Note -> Gradient -> Note -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Move -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Line -> Dodge -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Ellipse -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Gradient -> Ruler -> Gradient -> Path Selection -> Ruler -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Ruler -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Ruler -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Crop -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Brush -> Slice -> Gradient -> Ellipse -> Slice -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Move -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Ruler -> Line -> Ruler -> Line -> Move -> Line -> Count -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Move -> Pen -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Move -> Quick Selection -> Line -> Object Selection -> Line -> Quick Selection -> Line -> Quick Selection -> Line -> Quick Selection -> Line -> Magic Wand -> Line -> Magic Wand -> Line -> Gradient -> Line -> Gradient -> Dodge -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Ruler -> Line -> Magic Wand -> Line -> Pen -> Line -> Gradient -> Object Selection -> Gradient -> Object Selection -> Gradient -> Pen -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Move -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Pen -> Brush -> Pen -> Move -> Gradient -> Move -> Gradient -> Move -> Pen -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Hand -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Line -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Zoom -> Note -> Zoom -> Gradient -> Line -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Move -> Gradient -> Move -> Blur -> Gradient -> Blur -> Move -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Move -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Brush -> Count -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Pen -> Move -> Pen -> Move -> Line -> Move -> Pen -> Marquee -> Move -> Marquee -> Move -> Marquee -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Dodge -> Gradient -> Burn -> Dodge -> Gradient -> Dodge -> Gradient -> Line -> Gradient -> Pen -> Blur -> Pen -> Gradient -> Pen -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Slice -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Slice -> Gradient -> Rectangle -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Slice -> Gradient -> Note -> Gradient -> Note -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Slice -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Dodge -> Gradient -> Burn -> Line -> Burn -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Burn -> Gradient -> Burn -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Slice -> Gradient -> Note -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Note -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Pen -> Gradient -> Brush -> Gradient -> Pen -> Gradient -> Note -> Gradient -> Pen -> Brush -> Gradient -> Brush -> Gradient -> Note -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Move -> Brush -> Gradient -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Note -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Move -> Brush -> Move -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Pen -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Line -> Brush -> Gradient -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush,Retouching,Expert,Young,,Male,,,,UK,,,,Gradient,Brush,Line,7344,694,598
Photoshop Advanced Tutorial 3,Gradient -> Pen -> Gradient -> Ruler -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Note -> Gradient -> Note -> Gradient -> Move -> Marquee -> Move -> Marquee -> Move -> Crop -> Move -> Gradient -> Move -> Gradient -> Move -> Lasso -> Crop -> Move -> Lasso -> Move -> Gradient -> Crop -> Gradient -> Count -> Gradient -> Brush -> Gradient -> Brush -> Slice -> Gradient -> Brush -> Slice -> Brush -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Ruler -> Slice -> Ruler -> Slice -> Ruler -> Slice -> Gradient -> Ruler -> Gradient -> Note -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Line -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Note -> Gradient -> Note -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Move -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Line -> Dodge -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Ellipse -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Gradient -> Ruler -> Gradient -> Path Selection -> Ruler -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Ruler -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Ruler -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Crop -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Brush -> Slice -> Gradient -> Ellipse -> Slice -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Move -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Ruler -> Line -> Ruler -> Line -> Move -> Line -> Count -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Move -> Pen -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Move -> Quick Selection -> Line -> Object Selection -> Line -> Quick Selection -> Line -> Quick Selection -> Line -> Quick Selection -> Line -> Magic Wand -> Line -> Magic Wand -> Line -> Gradient -> Line -> Gradient -> Dodge -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Ruler -> Line -> Magic Wand -> Line -> Pen -> Line -> Gradient -> Object Selection -> Gradient -> Object Selection -> Gradient -> Pen -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Move -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Pen -> Brush -> Pen -> Move -> Gradient -> Move -> Gradient -> Move -> Pen -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Hand -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Line -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Zoom -> Note -> Zoom -> Gradient -> Line -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Move -> Gradient -> Move -> Blur -> Gradient -> Blur -> Move -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Move -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Brush -> Count -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Pen -> Move -> Pen -> Move -> Line -> Move -> Pen -> Marquee -> Move -> Marquee -> Move -> Marquee -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Dodge -> Gradient -> Burn -> Dodge -> Gradient -> Dodge -> Gradient -> Line -> Gradient -> Pen -> Blur -> Pen -> Gradient -> Pen -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Slice -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Slice -> Gradient -> Rectangle -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Slice -> Gradient -> Note -> Gradient -> Note -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Slice -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Dodge -> Gradient -> Burn -> Line -> Burn -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Burn -> Gradient -> Burn -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Slice -> Gradient -> Note -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Note -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Pen -> Gradient -> Brush -> Gradient -> Pen -> Gradient -> Note -> Gradient -> Pen -> Brush -> Gradient -> Brush -> Gradient -> Note -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Move -> Brush -> Gradient -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Note -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Move -> Brush -> Move -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Pen -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Line -> Brush -> Gradient -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush,Retouching,Expert,Young,,Male,,,,UK,,,,Gradient,Brush,Line,7344,694,598
Photoshop Essentials： Digital Painting Crash Course with Lane Brown,Brush -> Pen -> Dodge -> Pen -> Line -> Pen -> Line -> Pen -> Move -> Pen -> Patch -> Move -> Brush -> Slice -> Brush -> Slice -> Brush -> Move -> Brush -> Move -> Brush -> Move -> Hand -> Move -> Hand -> Move -> Note -> Pen -> Note -> Pen -> Line -> Note -> Line -> Brush -> Pencil -> Brush -> Line -> Pen -> Line -> Hand -> Pen -> Note,Digital Painting,Beginner,Young,,Male,,,,UK,,,,Pen,Line,Move,1006,400,250
Photoshop Tutorial - 3D text effect,Zoom -> Pen -> Zoom -> Pen -> Zoom -> Pen -> Zoom -> Brush -> Zoom -> Blur -> Custom Shape -> Brush -> Line -> Brush -> Custom Shape -> Line -> Brush -> Line -> Blur -> Lasso -> Zoom -> Pen -> Blur -> Crop -> Note -> Blur -> Line -> Brush -> Custom Shape -> Pen -> Line -> Custom Shape -> Blur -> Brush -> Line -> Brush -> Blur -> Brush -> Blur -> Crop -> Blur,3D Mockups,Intermediate,Young,5/20/2019,Male,3200.0,85977.0,13.0,Greece,,,,Brush,Blur,Line,164,126,68
Photoshop Tutorial： How to Design an ORIGAMI Text Logo!,Horizontal Type -> Brush -> Slice -> Zoom -> Marquee -> Dodge -> Brush -> Zoom -> Pen -> Horizontal Type -> Hand -> Marquee -> Blur -> Patch -> Gradient,3D Mockups,Beginner,Young,,Female,,,,UK,,,,Brush,Zoom,Horizontal Type,56,51,42
Photoshop Tutorial： Sport AD⧸Wallpaper Design Poster,Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Gradient -> Pen -> Patch -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Line -> Gradient -> Line -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Count -> Gradient -> Pen -> Gradient -> Line -> Gradient -> Hand -> Gradient -> Pen -> Gradient -> Pen -> Brush -> Gradient -> Pen -> Gradient -> Blur -> Gradient -> Pen -> Gradient,3D Mockups,Beginner,Young,,Male,,,,UK,,,,Gradient,Pen,Line,895,441,61
Photoshop and Illustrator Digital Painting Workflow,Eraser -> Smudge -> Eraser -> Brush -> Eraser -> Smudge -> Eraser -> Smudge -> Eraser -> Smudge -> Eraser -> Smudge -> Eraser -> Brush -> Pen -> Hand -> Pen -> Direct Selection -> Pen -> Direct Selection -> Pen -> Direct Selection -> Ellipse -> Pen -> Hand -> Direct Selection -> Pen -> Move -> Pen -> Direct Selection -> Pen -> Hand -> Pen -> Direct Selection -> Hand -> Pen -> Zoom -> Direct Selection -> Rectangle -> Pen -> Zoom -> Hand -> Pen -> Zoom -> Pen -> Direct Selection -> Pencil -> Hand -> Pen -> Move -> Pen -> Hand -> Pen -> Direct Selection -> Pen -> Direct Selection -> Pen -> Hand -> Ellipse -> Pen -> Hand -> Pen -> Hand -> Pen -> Direct Selection -> Pen -> Zoom -> Pen -> Hand -> Pen -> Paint Bucket -> Zoom -> Hand -> Pen -> Direct Selection -> Pen -> Hand -> Pen -> Zoom -> Pen -> Hand -> Pen -> Direct Selection -> Pen -> Paint Bucket -> Zoom -> Direct Selection -> Hand -> Direct Selection -> Pencil -> Hand -> Pencil -> Pen -> Paint Bucket -> Zoom -> Paint Bucket -> Line -> Paint Bucket -> Pen -> Direct Selection -> Eyedropper -> Paint Bucket -> Eyedropper -> Paint Bucket -> Zoom -> Pen -> Gradient -> Paint Bucket -> Rectangle -> Paint Bucket -> Rectangle -> Paint Bucket -> Rectangle -> Eraser -> Smudge -> Eraser -> Smudge -> Eraser -> Smudge -> Eraser -> Smudge -> Eraser -> Pencil -> Eraser -> Smudge -> Eraser -> Note -> Eraser -> Marquee -> Eraser -> Pen -> Eraser -> Pen -> Brush -> Pen -> Eraser -> Smudge -> Eraser -> Smudge -> Eraser -> Pencil -> Eraser -> Smudge -> Eraser -> Smudge -> Eraser -> Smudge -> Pen -> Smudge -> Pen -> Smudge -> Zoom -> Smudge -> Pen -> Smudge -> Pen -> Smudge -> Note -> Pen -> Smudge -> Brush -> Smudge -> Hand -> Line -> Direct Selection -> Hand -> Line -> Smudge -> Line -> Smudge -> Line -> Smudge -> Brush -> Smudge -> Line -> Smudge -> Pen -> Smudge -> Pen -> Smudge -> Pen,Digital Painting,Beginner,Middle -aged,5/3/2019,Male,1700.0,48462.0,25.0,Indonesia,,,,Smudge,Pen,Eraser,514,372,199
Photoshop painting process - Jewel,Brush -> Eraser -> Brush -> Pen -> Brush -> Pen -> Line -> Brush -> Pen -> Brush -> Dodge -> Eyedropper -> Brush,Digital Painting,Expert,Young,11/15/2019,Male,48000.0,892536.0,6.0,US,,,,Brush,Pen,Dodge,96,30,19
Product Packaging Design Tutorial  [ PHOTOSHOP TUTORIAL ] in Hindi,Pen -> Rectangle -> Pen -> Rectangle -> Pen -> Line -> Dodge -> Hand -> Zoom -> Pen -> Rectangle -> Pen -> Rectangle -> Zoom -> Ellipse -> Zoom -> Rectangle -> Zoom -> Rectangle -> Pen -> Rectangle -> Pen -> Rectangle -> Pen -> Rectangle -> Line -> Rectangle -> Pen -> Rectangle -> Pen -> Rectangle -> Pen -> Line -> Pen,3D Mockups,Beginner,Young,,Male,,,,UK,,,,Rectangle,Pen,Dodge,146,109,14
THE BEGINNER'S GUIDE TO DIGITAL ART (from an art teacher),Brush -> Pen -> Move -> Brush -> Pen -> Note -> Eraser -> Pen -> Eraser -> Brush -> Gradient -> Brush -> Move -> Pen -> Smudge -> Note -> Brush -> Note -> Pen -> Eraser -> Pen -> Brush -> Pen -> Lasso -> Brush -> Note -> Brush -> Pen -> Brush -> Pen -> Line -> Crop -> Pen -> Gradient -> Brush -> Smudge -> Eraser -> Smudge -> Brush -> Eraser -> Brush -> Slice -> Smudge -> Brush -> Line -> Smudge -> Brush -> Line -> Brush -> Line -> Brush,Digital Painting,Beginner,Young,12/12/2020,Male,5300.0,1069363.0,22.0,US,,,,Brush,Pen,Eraser,417,233,89
